,submission_ids,titles,texts,outcome_str,dates,combined_text,outcome,logits,predictions,accurate
0,1dyy4e7,AITA for not inviting my sister's wife to a family event because of her previous comments on my son?,"My husband Sam (39M) and I (39F) are celebrating our 20th wedding anniversary via inviting our family members for dinner. We decided we just wanted to be surrounded by the people we love.

I love my sister Charlotte (35F) very much. However, her wife Kate (38F) has never really fit in with our family. We all love and respect her of course, but just for context most of the misfit stems from her being a consevative lawyer and marrying into our super-liberal family.

Now I usually would definitely invite Kate to this event, along with Charlotte and their kids. However, during our last family dinner at my parents' house she made rude comments abiut my 18 y/o identifying as non-binary. Kate insisted she was still a she, that this whole thing is made-up, etc. She ultimately stopped her comments by Charlotte's intervention but I doubt her views have changed.

Now because of how she insulted my kid, and how hypocritical I think it is of her to be mardied to a woman and still say these things, I decided not to invite her and only invite my sister and their kids.

Ever since the invitations have been sent, Charlotte is very mad, and says she would mot attend the party, nor would their kids, unless I apologize and invite Kate too. I explained how her behavior affected my kid and they were very deeply hurt. And I pointed out how Kate never apologized. Charlotte is usually a sensible person but I would be lying if I said Kate's behavior hasn't rubbed on her a bit

My parents agree with me, Sam agrees with me but some family members insist I shouldn't be so hard on Kate. Was what I did an AH move?",POO Mode Activated 💩,2024-07-09,"AITA for not inviting my sister's wife to a family event because of her previous comments on my son? My husband Sam (39M) and I (39F) are celebrating our 20th wedding anniversary via inviting our family members for dinner. We decided we just wanted to be surrounded by the people we love.

I love my sister Charlotte (35F) very much. However, her wife Kate (38F) has never really fit in with our family. We all love and respect her of course, but just for context most of the misfit stems from her being a consevative lawyer and marrying into our super-liberal family.

Now I usually would definitely invite Kate to this event, along with Charlotte and their kids. However, during our last family dinner at my parents' house she made rude comments abiut my 18 y/o identifying as non-binary. Kate insisted she was still a she, that this whole thing is made-up, etc. She ultimately stopped her comments by Charlotte's intervention but I doubt her views have changed.

Now because of how she insulted my kid, and how hypocritical I think it is of her to be mardied to a woman and still say these things, I decided not to invite her and only invite my sister and their kids.

Ever since the invitations have been sent, Charlotte is very mad, and says she would mot attend the party, nor would their kids, unless I apologize and invite Kate too. I explained how her behavior affected my kid and they were very deeply hurt. And I pointed out how Kate never apologized. Charlotte is usually a sensible person but I would be lying if I said Kate's behavior hasn't rubbed on her a bit

My parents agree with me, Sam agrees with me but some family members insist I shouldn't be so hard on Kate. Was what I did an AH move?",,0.066037655,0,0
1,1dypqyk,AITA spending my birthday with my best friend and not my boyfriend?,"My (28F) birthday was this past saturday. my best friend (28F) lives 6 hours away. she came to see me for my birthday (so did my mom who also lives in another state) the night of my birthday, we decided last minute to go to dinner. when i say last minute, i mean it was LAST MINUTE. my boyfriend (41M) lives 20 minutes away from my house, the restaurant is 15 mins from my house the complete opposite way of where he lives. He got mad at me because we didn't think to invite him. then best friend wanted me to go out to the bar on my birthday for a girls night. (keep in mind, i see her twice a year) it was mentioned to go to casino, but i didn't want to gamble away my money or spend $15 for one drink. he was ok with casino, but not bar. he blew my phone up the entire time i was there, made my birthday miserable, and is telling me im the problem? i was crying at the bar because he kept making comments about guys hitting on me & him saying he knows people to watch me (only time i go out to a bar is when she comes to town, & no i haven't cheated) 
we are having issues as is for completely different reasons and i told him he made up my mind for me. Am I the asshole for wanting one night with my best friend and not asking him to go? ",No A-holes here,2024-07-09,"AITA spending my birthday with my best friend and not my boyfriend? My (28F) birthday was this past saturday. my best friend (28F) lives 6 hours away. she came to see me for my birthday (so did my mom who also lives in another state) the night of my birthday, we decided last minute to go to dinner. when i say last minute, i mean it was LAST MINUTE. my boyfriend (41M) lives 20 minutes away from my house, the restaurant is 15 mins from my house the complete opposite way of where he lives. He got mad at me because we didn't think to invite him. then best friend wanted me to go out to the bar on my birthday for a girls night. (keep in mind, i see her twice a year) it was mentioned to go to casino, but i didn't want to gamble away my money or spend $15 for one drink. he was ok with casino, but not bar. he blew my phone up the entire time i was there, made my birthday miserable, and is telling me im the problem? i was crying at the bar because he kept making comments about guys hitting on me & him saying he knows people to watch me (only time i go out to a bar is when she comes to town, & no i haven't cheated) 
we are having issues as is for completely different reasons and i told him he made up my mind for me. Am I the asshole for wanting one night with my best friend and not asking him to go? ",4.0,0.0087687075,0,0
2,1dyplg7,AITA for going with my mom?,"M16. I have been in this foster home for a few months (went into system at 12). I grew up with bad parents. My dad got arrested my mom didn't. 

So day before yesterday i got rly bored at school (and I was rly irritated with everything bec my caretakers were rly nagging on me to stop skipping therapy bec im required to be there or smth and I don't wanna talk about my life or past. So they grounded me. I kinda just try to throw the therapist off by pretending to be a positive perfectionist and how I love life ""live love fucking laugh"" patrick stop telling me to go deeper inside myself, im not into myself).

Yeah so I skipped class and went to a park. I already had a bottle of vodka and sprite in my backpack so I took little swigs. At the time I got a call from some random number. So i was tipsy at this point and i picked up the call. It was my mom that I haven't met since I was 12. So i did want to see her because I was curious to know how she was doing after everything happened despite her traumatising my kid self. So i told her where i was and she actuallg came. 

I have no idea how she got my number I kinda expected her to not come. It was different seeing her. She sat with me on a bench and told me about her life how she was married to a finance guy and how she might be expecting a kid. She thanked me for calling police on her and dad (she was pissed during court). She told me she could take me with her on a trip to another city and that she'd even buy me the clothes. So i really wanted to go because this was a new change and i knew my foster parents would refuse. 

I called my caretakers and told them that i am gonna go so dont go calling police or smthn if you think i'm missing. I just told them i wanna go and i will come back and idc about anything else and that it is my decision.

Of course they found me when i was in car with her. Stopped me from going. Rookie mistake. So i got rlly mad and refused to go out of my room for anything for a day and now they are mad at me and tell me that i was dumb for going with someone with her history and that she could have put me in danger but idc.",Asshole,2024-07-09,"AITA for going with my mom? M16. I have been in this foster home for a few months (went into system at 12). I grew up with bad parents. My dad got arrested my mom didn't. 

So day before yesterday i got rly bored at school (and I was rly irritated with everything bec my caretakers were rly nagging on me to stop skipping therapy bec im required to be there or smth and I don't wanna talk about my life or past. So they grounded me. I kinda just try to throw the therapist off by pretending to be a positive perfectionist and how I love life ""live love fucking laugh"" patrick stop telling me to go deeper inside myself, im not into myself).

Yeah so I skipped class and went to a park. I already had a bottle of vodka and sprite in my backpack so I took little swigs. At the time I got a call from some random number. So i was tipsy at this point and i picked up the call. It was my mom that I haven't met since I was 12. So i did want to see her because I was curious to know how she was doing after everything happened despite her traumatising my kid self. So i told her where i was and she actuallg came. 

I have no idea how she got my number I kinda expected her to not come. It was different seeing her. She sat with me on a bench and told me about her life how she was married to a finance guy and how she might be expecting a kid. She thanked me for calling police on her and dad (she was pissed during court). She told me she could take me with her on a trip to another city and that she'd even buy me the clothes. So i really wanted to go because this was a new change and i knew my foster parents would refuse. 

I called my caretakers and told them that i am gonna go so dont go calling police or smthn if you think i'm missing. I just told them i wanna go and i will come back and idc about anything else and that it is my decision.

Of course they found me when i was in car with her. Stopped me from going. Rookie mistake. So i got rlly mad and refused to go out of my room for anything for a day and now they are mad at me and tell me that i was dumb for going with someone with her history and that she could have put me in danger but idc.",1.0,0.06596809,0,0
3,1dypfdm,AITA fr relaying information in the middle of a fight,"So complicated situation here and I am so confused how this all happened or if I really am to blame here. 

So I have a niece first baby to any please and SIL first contact with a baby like ever never held one before this child kinda shit and very paranoid about everything but she lives with us who have all been around babies our whole lives 

My mom is in her mid 40s and has had 4 kids. 

My niece is 8 months old and has been in mainly milk because sil is scared to give her food so she gets milk and purees with very few bites of real food from the rest of us when she not keeping us from it as she blames that on her bathroom problems

My mother (45 f) has told my brother that she needs actual food to help that problem and because her body needs it. He told sil and she's got upset and has not been talking to anyone for a week 

Today  she went into kitchen where I was and is highly pissed at my mother so was not talking to her because she 'went behind her back and said she is neglecting her child's which was never said ever. 

Mom asked me what she said and I told her which pissed her oof so she told brother and he got pissed off at me shoving me (29 f) for 'getting in the middle of it when it's none of my business ' 
Which then caused him to blow up and parents to blow up now his dad is being an asshole to e and he's (brother) is flipping out  because of it I don't understand why even one is so pissed off in the first place ( not sure if autisic blindness to shit or what)  an trying to make sense of the whole situation for my nieces sake and this is how it went wtf

So aita? And what did I do wrong?",Not the A-hole,2024-07-09,"AITA fr relaying information in the middle of a fight So complicated situation here and I am so confused how this all happened or if I really am to blame here. 

So I have a niece first baby to any please and SIL first contact with a baby like ever never held one before this child kinda shit and very paranoid about everything but she lives with us who have all been around babies our whole lives 

My mom is in her mid 40s and has had 4 kids. 

My niece is 8 months old and has been in mainly milk because sil is scared to give her food so she gets milk and purees with very few bites of real food from the rest of us when she not keeping us from it as she blames that on her bathroom problems

My mother (45 f) has told my brother that she needs actual food to help that problem and because her body needs it. He told sil and she's got upset and has not been talking to anyone for a week 

Today  she went into kitchen where I was and is highly pissed at my mother so was not talking to her because she 'went behind her back and said she is neglecting her child's which was never said ever. 

Mom asked me what she said and I told her which pissed her oof so she told brother and he got pissed off at me shoving me (29 f) for 'getting in the middle of it when it's none of my business ' 
Which then caused him to blow up and parents to blow up now his dad is being an asshole to e and he's (brother) is flipping out  because of it I don't understand why even one is so pissed off in the first place ( not sure if autisic blindness to shit or what)  an trying to make sense of the whole situation for my nieces sake and this is how it went wtf

So aita? And what did I do wrong?",0.0,0.003099241,0,1
4,1dypa0z,AITA for deciding to not to listen to my friend anymore?,"Hi, I am a 22 year old woman and I have a friend (25F) who i have known for 3 years. We are both from same country, currently residing in foreign country and we become connected through mutual friends three years ago. We became quite close as we bonded through our homesickness and also other struggles of living outside your home country.

Over 3 years, I have become to know that she has a lot of childhood trauma, family issues and also relationship issues as she shared a lot of stories about these to me. At the early stages of our friendship, when she first shared about these trauma, I just listened and try to give some words of support. I also felt close to her as I thought she trusted me to share her inner feeling. However, after hanging out many times, I realized we do not have a lot of interests or views in common. But she is always kind to me and often take cares of me like a big sis so I felt attached to her.

However, since last year, I decided to distance myself from her a little as I was getting uncomfortable listening to her problems with her bf (mainly bf's immature personality and cheating). When she first talked about it, I was always on her side and agreeing she should move on but the situation became awkward, when she get back together with him and this repeated three or four times during the years since I have known her. So I decided not to involve in her dating matter at all. But the situation has become worse currently when she shared her news of keeping pregnancy with that bf but he threatens to leave her while they both know she needs his support on childcare.

I felt conflicted as I know she is going through really difficult time and I am the only friend she can talk to about this but also I know that I, a broke college student, don't have ability and resources to help her navigate this situation and she won't respond to me when i try to give her solutions. I don't want to completely cut off this friendship but it is making me drained, anxious, and guilty whenever I listen to her because I believe it is part of her fault to depend on someone who doesn't care about you. So i have decided to step away from this friendship although I am not completely sure it is the right thing to do and I accept that it is selfish but I don't know what else to do.",Not the A-hole,2024-07-09,"AITA for deciding to not to listen to my friend anymore? Hi, I am a 22 year old woman and I have a friend (25F) who i have known for 3 years. We are both from same country, currently residing in foreign country and we become connected through mutual friends three years ago. We became quite close as we bonded through our homesickness and also other struggles of living outside your home country.

Over 3 years, I have become to know that she has a lot of childhood trauma, family issues and also relationship issues as she shared a lot of stories about these to me. At the early stages of our friendship, when she first shared about these trauma, I just listened and try to give some words of support. I also felt close to her as I thought she trusted me to share her inner feeling. However, after hanging out many times, I realized we do not have a lot of interests or views in common. But she is always kind to me and often take cares of me like a big sis so I felt attached to her.

However, since last year, I decided to distance myself from her a little as I was getting uncomfortable listening to her problems with her bf (mainly bf's immature personality and cheating). When she first talked about it, I was always on her side and agreeing she should move on but the situation became awkward, when she get back together with him and this repeated three or four times during the years since I have known her. So I decided not to involve in her dating matter at all. But the situation has become worse currently when she shared her news of keeping pregnancy with that bf but he threatens to leave her while they both know she needs his support on childcare.

I felt conflicted as I know she is going through really difficult time and I am the only friend she can talk to about this but also I know that I, a broke college student, don't have ability and resources to help her navigate this situation and she won't respond to me when i try to give her solutions. I don't want to completely cut off this friendship but it is making me drained, anxious, and guilty whenever I listen to her because I believe it is part of her fault to depend on someone who doesn't care about you. So i have decided to step away from this friendship although I am not completely sure it is the right thing to do and I accept that it is selfish but I don't know what else to do.",0.0,0.051591676,0,1
5,1dyozl6,WIBTA if I got a hotel instead of staying at my mom’s home that my mom doesn’t clean? ,"So I’ve (30F) been living on my own for years. I am currently living with my husband out of state where we have our own house. Sometime I go to my hometown to visit family where I stay with my mom. She lives in the home where I grew up. 

I love my mom to death, but every time I visit… the house is an absolute mess. There’s trash, clothes, and junk everywhere. She currently doesn’t have a job, so it’s not like she doesn’t have time to clean. It’s to the point where you have to step over things to prevent yourself from tripping over them and getting hurt. I sometimes borrow her car when I’m visiting, and even that is full of crap. 

I’m not saying that I’m a neat freak, but I try to keep my house in order, for the most part. It makes me uncomfortable staying with my mom at times. I had brought up the idea of staying at a hotel if she doesn’t do better in cleaning the house, which highly offended her. 

WIBTA if I followed suit and got a hotel?  I shouldn’t feel uncomfortable in a place that I can call home. ",Not the A-hole,2024-07-09,"WIBTA if I got a hotel instead of staying at my mom’s home that my mom doesn’t clean?  So I’ve (30F) been living on my own for years. I am currently living with my husband out of state where we have our own house. Sometime I go to my hometown to visit family where I stay with my mom. She lives in the home where I grew up. 

I love my mom to death, but every time I visit… the house is an absolute mess. There’s trash, clothes, and junk everywhere. She currently doesn’t have a job, so it’s not like she doesn’t have time to clean. It’s to the point where you have to step over things to prevent yourself from tripping over them and getting hurt. I sometimes borrow her car when I’m visiting, and even that is full of crap. 

I’m not saying that I’m a neat freak, but I try to keep my house in order, for the most part. It makes me uncomfortable staying with my mom at times. I had brought up the idea of staying at a hotel if she doesn’t do better in cleaning the house, which highly offended her. 

WIBTA if I followed suit and got a hotel?  I shouldn’t feel uncomfortable in a place that I can call home. ",0.0,0.01575112,0,1
6,1dyottg,AITA for not hangin out with my brother?,"I am an 18 year old woman, my brother was born when i was 12 and hes six now. I have never cared much for hanging out with him and i feel bad for it and my parents make me feel worse. Since he was born all that mattered was if he was comfortable, my life got uprooted and he got all the attention. I was forced to move into my older sisters room where she destroyed my stuff and anything i wanted to do was stopped if it interfered with him. I have the understanding that its not his fault and i know that i would defend him if somebody tried hurting him in any way, but i have no desire to be around him. I think its just jealousy, which isnt an excuse but his life is so much better than mine was. My parents dont abuse him like they did me, or tell him he needs to stop eating so much because he will get fat. He doesnt have to ask everytime he just wants a snack and they go out of their way to make him whatever he wants. My parents force me to babysit often and when i say i dont want to they get mad and treat me like the bad guy. Since day one they have called him the prince and me his maid, which i get it, hes their first son so they are gonna spoil him a little but what they say really hurts. Recently my dad got really mad at me because i told him that i genuinely did not care about his game {some off brand minecraft game} and i was told i need to be nicer to him. Which i mean ya it was mean, but i was in the middle of a conversation and he was interupting me. Im not really sure if im the asshole, thoughts? am i really just bein a jerk, or is there other unresolved issues.",Not the A-hole,2024-07-09,"AITA for not hangin out with my brother? I am an 18 year old woman, my brother was born when i was 12 and hes six now. I have never cared much for hanging out with him and i feel bad for it and my parents make me feel worse. Since he was born all that mattered was if he was comfortable, my life got uprooted and he got all the attention. I was forced to move into my older sisters room where she destroyed my stuff and anything i wanted to do was stopped if it interfered with him. I have the understanding that its not his fault and i know that i would defend him if somebody tried hurting him in any way, but i have no desire to be around him. I think its just jealousy, which isnt an excuse but his life is so much better than mine was. My parents dont abuse him like they did me, or tell him he needs to stop eating so much because he will get fat. He doesnt have to ask everytime he just wants a snack and they go out of their way to make him whatever he wants. My parents force me to babysit often and when i say i dont want to they get mad and treat me like the bad guy. Since day one they have called him the prince and me his maid, which i get it, hes their first son so they are gonna spoil him a little but what they say really hurts. Recently my dad got really mad at me because i told him that i genuinely did not care about his game {some off brand minecraft game} and i was told i need to be nicer to him. Which i mean ya it was mean, but i was in the middle of a conversation and he was interupting me. Im not really sure if im the asshole, thoughts? am i really just bein a jerk, or is there other unresolved issues.",0.0,0.023209041,0,1
7,1dyor3g,AITA for trying to stay away from my father ,"My (14M) father (46M) has a huge drinking problem. He drinks alcohol, especially hard liquor like whiskey whenever he has the money for it. When he's intoxicated, he gets defensive and is often incredibly rude. Whenever he drinks I try my best to stay away from him by any means necessary, whether it be staying on the main floor with my grandparents and aunt, as he's usually in the basement watching TV (and drinking.) Whenever he's intoxicated he inconveniently wants to hang out with me because he wants an ally because none of my family is on his side, and I've made it clear that I'm not, either, because his recent behavior has been toxic and manipulative. My family has called him out for this nonsense, and he gets defensive or ignores them whenever they do. He recently apologized for his behavior but I know for a fact that he was doing that so he can get me on his side, and it isn't working. He has also said some incredibly rude things like ""you're fucking stupid"" and ""sometimes I wish you weren't my son"" thinking for whatever reason that it isn't unacceptable to say things like that.

Last night, he tried to get me to watch a movie with him. I politely declined his offer, but he then proceeded to threaten me, saying he'd force me to go to bed if I didn't comply. I told my grandmother about this, and he literally lied to everyone saying that he said ""you can watch a movie with me, OR you can do whatever you'd like until it's time for bed."" To stabilize the situation, my grandparents and aunt, despite knowing he was lying, said that he probably misspoke and didn't mean what he said, and the situation ended there, and I was not forced into watching a movie with him.

He's been on several benders before, especially during the summer and they are mentally exhausting. He drinks at everyone else's expense. He uses his mental health as an excuse but his mental health is not an excuse to do this, as he talks to a psychologist but there are clearly some things he's not telling him/her. I have considered the fact that I may be the asshole for ignoring him, including being slightly rude in response, as he is still my father, and we love each other. ",Not the A-hole,2024-07-09,"AITA for trying to stay away from my father  My (14M) father (46M) has a huge drinking problem. He drinks alcohol, especially hard liquor like whiskey whenever he has the money for it. When he's intoxicated, he gets defensive and is often incredibly rude. Whenever he drinks I try my best to stay away from him by any means necessary, whether it be staying on the main floor with my grandparents and aunt, as he's usually in the basement watching TV (and drinking.) Whenever he's intoxicated he inconveniently wants to hang out with me because he wants an ally because none of my family is on his side, and I've made it clear that I'm not, either, because his recent behavior has been toxic and manipulative. My family has called him out for this nonsense, and he gets defensive or ignores them whenever they do. He recently apologized for his behavior but I know for a fact that he was doing that so he can get me on his side, and it isn't working. He has also said some incredibly rude things like ""you're fucking stupid"" and ""sometimes I wish you weren't my son"" thinking for whatever reason that it isn't unacceptable to say things like that.

Last night, he tried to get me to watch a movie with him. I politely declined his offer, but he then proceeded to threaten me, saying he'd force me to go to bed if I didn't comply. I told my grandmother about this, and he literally lied to everyone saying that he said ""you can watch a movie with me, OR you can do whatever you'd like until it's time for bed."" To stabilize the situation, my grandparents and aunt, despite knowing he was lying, said that he probably misspoke and didn't mean what he said, and the situation ended there, and I was not forced into watching a movie with him.

He's been on several benders before, especially during the summer and they are mentally exhausting. He drinks at everyone else's expense. He uses his mental health as an excuse but his mental health is not an excuse to do this, as he talks to a psychologist but there are clearly some things he's not telling him/her. I have considered the fact that I may be the asshole for ignoring him, including being slightly rude in response, as he is still my father, and we love each other. ",0.0,-0.011999929,0,1
8,1dyooya,"AITA for telling my uncle to ""act like a man"" ?","My aunt died almost three years ago. She was an incredibly kind woman, and I don't know anyone who had a bad thing to say about her. When she was alive, she was a stay-at-home mom since my uncle has a pretty well-paying job. Here's the issue: ever since she passed, my uncle has not stepped up AT ALL. He basically orders out every meal for himself and my cousins. Me and my mom have to take his daughters shopping because he ""doesn't know how to shop for girls."" He's even considered hiring a nanny for his youngest. Whenever we have family gatherings, he relies on my parents or my grandparents to do all the cooking, cleaning and serving. And even when he is hosting, he'll just pick something up from Costco or have the rest of the family bring food since ""he's hosting."" he also has big weaponized incompetence issues. Last Christmas, when my mom cooked the entire main course at his house, she left a baking tray, and since my uncle didn't want to clean it, he threw it out. Here's where I might be the asshole; we were at his house for dinner, and he was once again sitting on the couch instead of cleaning after eating. I got mad and told him to ""act like a man."" He got mopey, and my grandma flipped out, saying I was being insulting and to immediately apologize. I said I'd apologize when he stopped acting like a toddler. We argued some more before going home early. My dad said I was being an asshole. My mom is on my side, and I don't necessarily think I'm wrong, but I definitely think I should have been gentler with how I handled it. So, AITA?",Everyone Sucks,2024-07-09,"AITA for telling my uncle to ""act like a man"" ? My aunt died almost three years ago. She was an incredibly kind woman, and I don't know anyone who had a bad thing to say about her. When she was alive, she was a stay-at-home mom since my uncle has a pretty well-paying job. Here's the issue: ever since she passed, my uncle has not stepped up AT ALL. He basically orders out every meal for himself and my cousins. Me and my mom have to take his daughters shopping because he ""doesn't know how to shop for girls."" He's even considered hiring a nanny for his youngest. Whenever we have family gatherings, he relies on my parents or my grandparents to do all the cooking, cleaning and serving. And even when he is hosting, he'll just pick something up from Costco or have the rest of the family bring food since ""he's hosting."" he also has big weaponized incompetence issues. Last Christmas, when my mom cooked the entire main course at his house, she left a baking tray, and since my uncle didn't want to clean it, he threw it out. Here's where I might be the asshole; we were at his house for dinner, and he was once again sitting on the couch instead of cleaning after eating. I got mad and told him to ""act like a man."" He got mopey, and my grandma flipped out, saying I was being insulting and to immediately apologize. I said I'd apologize when he stopped acting like a toddler. We argued some more before going home early. My dad said I was being an asshole. My mom is on my side, and I don't necessarily think I'm wrong, but I definitely think I should have been gentler with how I handled it. So, AITA?",2.0,0.10492816,0,0
9,1dyomy4,AITA for asking my sister to delete pictures of my face from her social medias?,"Me (13) my mom, and my dad just got back home from visiting my sister (26) and her boyfriend. We are half siblings and we live halfway across the country from them.

A few days before we left, we wanted to take pictures, as we usually do. So we took some and I hate them. I didn’t smile or whatever, I just don’t like the way I look in them. My mom (unlike my sister) asked me if she could make one of the pics her profile picture and I said no, so she didn’t. My sister, however, was extremely rude.

Once we had gotten home, I saw her snap story and it had 2 pictures that I just happened to be in. I asked her nicely if she could remove them and I told her that I didn’t want them up there. She said “It’ll be gone soon it’s fine” and I told her how she didn’t ask for our permission (me, mom and dad were in those pics).

A few days later, which is today, I saw her Facebook post. It had 3 pictures of me, my mom, and my dad in them, and I was in 2 of them. I had politely asked her to take them down and I said how I don’t want them up there in the first place and how she didn’t ask (once again). She told me “I don’t need permission to post what I want on my own social media. Relax dude.”

I said how that’s insensitive to my feelings, and that it’s my face that I don’t want up there. She said she’s not going to fight with me, so I told her to delete them. She of course said no, so I turned it around and pulled one of their cards, which is “it makes me uncomfortable”. Her and her bf ALWAYS say this and express their feelings/opinions when they’re uncalled for, but I can’t have these feelings? Like wtf?

She then said how she “wouldn’t be bossed around, sorry” when all I did was NICELY ask her to remove a few pictures. I told her that if she was sorry she’d delete them. She wasn’t going to respond to me anymore unless the topic changed, she said. I just told her flat out “I don’t fucking want them up there”.

My sister texted my mom about it first. “I’m not arguing with your child, do something about it”. Mother said how my feelings are valid and the conversation is over. We are both ignoring her now. She texted me and asked if I was texting her off my mom’s phone, and she asked the same thing to my mom.

Mom powered off her phone and before that, told my dad about it kinda. I also told him. I sent a screenshot to him of me and my sister’s conversation.

My sister is a therapist. Keep that in mind. That cannot go well for her patients.

TLDR; Sister posted pictures of me, my mom, and dad on Snap and Facebook, was being rude about it for no reason, and refusing to delete them once asked nicely multiple times and told how I felt about it. She never asked to post them in the first place.

Edit 1: Her bf is now involved, mother isn’t reading it rn.

Edit 2: Bf is on our side!",Not the A-hole,2024-07-09,"AITA for asking my sister to delete pictures of my face from her social medias? Me (13) my mom, and my dad just got back home from visiting my sister (26) and her boyfriend. We are half siblings and we live halfway across the country from them.

A few days before we left, we wanted to take pictures, as we usually do. So we took some and I hate them. I didn’t smile or whatever, I just don’t like the way I look in them. My mom (unlike my sister) asked me if she could make one of the pics her profile picture and I said no, so she didn’t. My sister, however, was extremely rude.

Once we had gotten home, I saw her snap story and it had 2 pictures that I just happened to be in. I asked her nicely if she could remove them and I told her that I didn’t want them up there. She said “It’ll be gone soon it’s fine” and I told her how she didn’t ask for our permission (me, mom and dad were in those pics).

A few days later, which is today, I saw her Facebook post. It had 3 pictures of me, my mom, and my dad in them, and I was in 2 of them. I had politely asked her to take them down and I said how I don’t want them up there in the first place and how she didn’t ask (once again). She told me “I don’t need permission to post what I want on my own social media. Relax dude.”

I said how that’s insensitive to my feelings, and that it’s my face that I don’t want up there. She said she’s not going to fight with me, so I told her to delete them. She of course said no, so I turned it around and pulled one of their cards, which is “it makes me uncomfortable”. Her and her bf ALWAYS say this and express their feelings/opinions when they’re uncalled for, but I can’t have these feelings? Like wtf?

She then said how she “wouldn’t be bossed around, sorry” when all I did was NICELY ask her to remove a few pictures. I told her that if she was sorry she’d delete them. She wasn’t going to respond to me anymore unless the topic changed, she said. I just told her flat out “I don’t fucking want them up there”.

My sister texted my mom about it first. “I’m not arguing with your child, do something about it”. Mother said how my feelings are valid and the conversation is over. We are both ignoring her now. She texted me and asked if I was texting her off my mom’s phone, and she asked the same thing to my mom.

Mom powered off her phone and before that, told my dad about it kinda. I also told him. I sent a screenshot to him of me and my sister’s conversation.

My sister is a therapist. Keep that in mind. That cannot go well for her patients.

TLDR; Sister posted pictures of me, my mom, and dad on Snap and Facebook, was being rude about it for no reason, and refusing to delete them once asked nicely multiple times and told how I felt about it. She never asked to post them in the first place.

Edit 1: Her bf is now involved, mother isn’t reading it rn.

Edit 2: Bf is on our side!",0.0,0.03210548,0,1
