,submission_ids,titles,texts,outcome_str,dates,combined_text,outcome,logits,predictions,accurate
0,1e0wlu9,AITA for what I did to my boyfriend's parents,"I (28F) have been dating my boyfriend (27M, we'll call D) since we were 13 & 14. I can't remember us ever even having severe fights or periods where we didn't talk. Despite this, I feel I may have screwed up royal by doing what I did. You see, I have a best friend (28M but non-binary, we'll call E). E and I have been best friends since before D and I got together. E and I have always hung out at each other's houses almost every weekend. It slowed down quite a bit as we got older, but I still spend a significant amount of time there. D has no issue with this because the both of us know that E has only ever been attracted to men and D trusts me fully. My boyfriend's parents, however, don't see it that way. My future In Laws suspect me of cheating with them. My boyfriend's mother is especially bad about this. Everyone hears about their nightmare mother-in-law, but this one is a different breed. She has always been overbearing on D and is one of the main reasons D and I have not tied the knot yet. I think this has to do partially with the fact that D's father wasn't in the picture most of his life, and his mother had to care for D. This is because MIL cheated on D's father, and he abandoned them. She is always making snide remarks about infidelity and suggesting that if I really loved D, I would cut E out of my life. One instance of this is last year when we went over their house for Christmas. The day was going very well. At dinner, everyone sat around the table and said grace. D's family is Christian, which I have no issue with, but I'm Jewish. Whenever I come over for Christmas, which Jews don't celebrate, I get side eyes and condescending looks from MIL. I always participate in Christmas though because I respect D's religion. He celebrates Hanukkah with me as well. When we said grace, MIL was staring at me the whole time. After, D and I were talking about how we had E over the week before. MIL took this opportunity to say something along the lines of, ""What with how greedy you people are, it's not surprising you want both E and my son."". Everyone paused in shock. D and I looked at each other. This was far from the first time MIL had said something like this, and I couldn't take it anymore. I told MIL that she isn't one to talk about cheating on account of what she did to D's father and that she's a racist piece of shit. The only thing I didn't know was that D's family was unaware of the fact that MIL cheated on D's father. MIL got offended and said that it was just so typical of my people to deny our sneaky and promiscuous natures and pin it on someone else. After this, D and I left. On the way home, D told me that I should've been more sensitive to her feelings and not told everyone she cheated. Now D's family is calling me an asshole and not speaking to me or D. MIL has apparently also been feeding racial stereotypes into the family group chat trying to convince them that all Jews are deceitful bastards. I don't know what I should do.",POO Mode Activated 💩,2024-07-11,"AITA for what I did to my boyfriend's parents I (28F) have been dating my boyfriend (27M, we'll call D) since we were 13 & 14. I can't remember us ever even having severe fights or periods where we didn't talk. Despite this, I feel I may have screwed up royal by doing what I did. You see, I have a best friend (28M but non-binary, we'll call E). E and I have been best friends since before D and I got together. E and I have always hung out at each other's houses almost every weekend. It slowed down quite a bit as we got older, but I still spend a significant amount of time there. D has no issue with this because the both of us know that E has only ever been attracted to men and D trusts me fully. My boyfriend's parents, however, don't see it that way. My future In Laws suspect me of cheating with them. My boyfriend's mother is especially bad about this. Everyone hears about their nightmare mother-in-law, but this one is a different breed. She has always been overbearing on D and is one of the main reasons D and I have not tied the knot yet. I think this has to do partially with the fact that D's father wasn't in the picture most of his life, and his mother had to care for D. This is because MIL cheated on D's father, and he abandoned them. She is always making snide remarks about infidelity and suggesting that if I really loved D, I would cut E out of my life. One instance of this is last year when we went over their house for Christmas. The day was going very well. At dinner, everyone sat around the table and said grace. D's family is Christian, which I have no issue with, but I'm Jewish. Whenever I come over for Christmas, which Jews don't celebrate, I get side eyes and condescending looks from MIL. I always participate in Christmas though because I respect D's religion. He celebrates Hanukkah with me as well. When we said grace, MIL was staring at me the whole time. After, D and I were talking about how we had E over the week before. MIL took this opportunity to say something along the lines of, ""What with how greedy you people are, it's not surprising you want both E and my son."". Everyone paused in shock. D and I looked at each other. This was far from the first time MIL had said something like this, and I couldn't take it anymore. I told MIL that she isn't one to talk about cheating on account of what she did to D's father and that she's a racist piece of shit. The only thing I didn't know was that D's family was unaware of the fact that MIL cheated on D's father. MIL got offended and said that it was just so typical of my people to deny our sneaky and promiscuous natures and pin it on someone else. After this, D and I left. On the way home, D told me that I should've been more sensitive to her feelings and not told everyone she cheated. Now D's family is calling me an asshole and not speaking to me or D. MIL has apparently also been feeding racial stereotypes into the family group chat trying to convince them that all Jews are deceitful bastards. I don't know what I should do.",,0.08218511,0,0
1,1e0cghr,AITA For putting my BF in a hard spot between me and his friends?,"I (27M) and my boyfriend (25M) have been together for 2 1/2 years now and I love and enjoy my relationship with him! Our communication is great, and we have been able to solve small disagreements we have had in the past. We have done something for each other, or at least have been around each other for our birthdays. Birthdays are not hugely celebrated for him and his family, however, my family has always made a point to make a birthday special. And not just birthdays, any accomplishment, anything to celebrate! This year would be different however, I graduated with my masters this past May, my grandmother (whom I had an extremely close relationship with) passed a month later, and I have been under stress from being laid off earlier in the year, and having shit luck finding work. Because we couldn't do something big for graduation due to not being financially able to do so, my family and I decided back in May to put things off till August to my birthday AND my graduation. 



Now, I don't know, nor have I met these two friends, but they sound like they developed great friendships with one another ((M1) and (F2) to represent them in the post). To the point that, upon finding out they were having a baby, they asked him to be the Godfather, which he is excited about and I am excited for him! Fast forward to this week, and my boyfriend lets me know that his friends are having a baby shower on the same day as my party was scheduled. We talked but originally disagreed with each other. For him, this is their first baby, and he wants to be there for this, as it is a major experience. Further, he stated that ""there will be more birthdays, but not a first baby shower"" and that ""you don't exactly need me to be there right?"" which stung a bit, but he wasn't wrong. On my end, I recognized the importance and significance of the baby shower and his role in their lives. However, I am his boyfriend, and as selfish as it may sound, I feel like my party should take precedence. It warms my heart to have a partner who has been there for my birthday when others have overlooked it. I told him this and offered a solution of getting a list of items for them and taking them to dinner or lunch. At first, he wasn't open to the idea, because he felt that my birthday would always be more important than other events in life, which it would not be, and I expressed that further in conversation. After some time, he let me know that he would attend my birthday, and we would work on the list and get lunch two weeks before. He informed his friends, M1 understood, but said that F2 was upset.



I feel bad because I know he is in a hard spot, and I don't want his friends to be upset with him, hate me, or for him to build resentment toward me. But, I don't want to feel that resentment if he isn't there, or my family/friends to look at him differently because of this. AITA?",Not the A-hole,2024-07-11,"AITA For putting my BF in a hard spot between me and his friends? I (27M) and my boyfriend (25M) have been together for 2 1/2 years now and I love and enjoy my relationship with him! Our communication is great, and we have been able to solve small disagreements we have had in the past. We have done something for each other, or at least have been around each other for our birthdays. Birthdays are not hugely celebrated for him and his family, however, my family has always made a point to make a birthday special. And not just birthdays, any accomplishment, anything to celebrate! This year would be different however, I graduated with my masters this past May, my grandmother (whom I had an extremely close relationship with) passed a month later, and I have been under stress from being laid off earlier in the year, and having shit luck finding work. Because we couldn't do something big for graduation due to not being financially able to do so, my family and I decided back in May to put things off till August to my birthday AND my graduation. 



Now, I don't know, nor have I met these two friends, but they sound like they developed great friendships with one another ((M1) and (F2) to represent them in the post). To the point that, upon finding out they were having a baby, they asked him to be the Godfather, which he is excited about and I am excited for him! Fast forward to this week, and my boyfriend lets me know that his friends are having a baby shower on the same day as my party was scheduled. We talked but originally disagreed with each other. For him, this is their first baby, and he wants to be there for this, as it is a major experience. Further, he stated that ""there will be more birthdays, but not a first baby shower"" and that ""you don't exactly need me to be there right?"" which stung a bit, but he wasn't wrong. On my end, I recognized the importance and significance of the baby shower and his role in their lives. However, I am his boyfriend, and as selfish as it may sound, I feel like my party should take precedence. It warms my heart to have a partner who has been there for my birthday when others have overlooked it. I told him this and offered a solution of getting a list of items for them and taking them to dinner or lunch. At first, he wasn't open to the idea, because he felt that my birthday would always be more important than other events in life, which it would not be, and I expressed that further in conversation. After some time, he let me know that he would attend my birthday, and we would work on the list and get lunch two weeks before. He informed his friends, M1 understood, but said that F2 was upset.



I feel bad because I know he is in a hard spot, and I don't want his friends to be upset with him, hate me, or for him to build resentment toward me. But, I don't want to feel that resentment if he isn't there, or my family/friends to look at him differently because of this. AITA?",0.0,1.0505252,1,0
2,1e0care,AITA for making my neighbors remove their trees from my property?,"AITA. Our neighbors are impossible to get along with. We have tried to be kind and cordial with no luck. They are drama seeking, manipulative, and rude. They HATE dogs. Our dog accidentally got out of our property (I forgot to charge her electric collar) we have an in ground fence. She caused no damage and came right back, she is non aggressive and very sweet. Our neighbors sent us a demand letter claiming our dog caused her psychological damage by coming on their property and that we needed to pay for her medical bills. We got a lawyer and decided to put up a fence (we have 5 acres) so it’s 600 feet from front to back to install fence between properties. While doing the survey we realized the property line is not where we all thought…… and they installed (100) trees last year and a drip system 75 feet onto our property and our property line is only 25 feet from their back door (the builder messed up). The trees are seedlings so they can be dug up and moved. We are tired of her bullshit and told her she must remove the trees and drip system or else we would. Some of our neighbors believe we should have let them keep the trees on our property due to the cost of the trees and drip system. But we refused, stating it causes a false boundary line and we will not be responsible for maintaining trees that only benefit her house. Am I the asshole?",Not the A-hole,2024-07-11,"AITA for making my neighbors remove their trees from my property? AITA. Our neighbors are impossible to get along with. We have tried to be kind and cordial with no luck. They are drama seeking, manipulative, and rude. They HATE dogs. Our dog accidentally got out of our property (I forgot to charge her electric collar) we have an in ground fence. She caused no damage and came right back, she is non aggressive and very sweet. Our neighbors sent us a demand letter claiming our dog caused her psychological damage by coming on their property and that we needed to pay for her medical bills. We got a lawyer and decided to put up a fence (we have 5 acres) so it’s 600 feet from front to back to install fence between properties. While doing the survey we realized the property line is not where we all thought…… and they installed (100) trees last year and a drip system 75 feet onto our property and our property line is only 25 feet from their back door (the builder messed up). The trees are seedlings so they can be dug up and moved. We are tired of her bullshit and told her she must remove the trees and drip system or else we would. Some of our neighbors believe we should have let them keep the trees on our property due to the cost of the trees and drip system. But we refused, stating it causes a false boundary line and we will not be responsible for maintaining trees that only benefit her house. Am I the asshole?",0.0,0.0064554503,0,1
3,1e0c3yj,"AITA for ""being immature"" and asking a friend for details of their conversation?","\* All names are placeholders \*

Context: I was in a relationship with Beth, until we broke up on relatively good terms. All this had happened almost a year ago.

  
I am friends with Celine, who had recently gone through a breakup and the reason Luke (her significant other) gave was in her words, unreasonable. In order to make Celine feel better, a couple of our mutual friends and I spent some time together playing a few games and having conversations with her, eventually with all of us saying that Luke was the one at fault and cracking a few jokes on his explanations (To summarize, Luke backed out of the relationship because it took him a year to lose interest and call out red flags related to Celine which didn't make sense).

During the conversation where we joked around Luke, I wondered if a similar thing had happened with B where our friends came together and joked around my reason to breakup.

Purely out of curiosity, I went to ask Celine whether a similar thing happened with Beth where they got together, read through my messages and made fun of it. I had asked a yes or no question, to which Celine immediately snaps back saying I'm immature to have asked for private details and that their conversations are not my business.

  
AITA for being immature and asking for details in a conversation I was not involved in?",Not the A-hole,2024-07-11,"AITA for ""being immature"" and asking a friend for details of their conversation? \* All names are placeholders \*

Context: I was in a relationship with Beth, until we broke up on relatively good terms. All this had happened almost a year ago.

  
I am friends with Celine, who had recently gone through a breakup and the reason Luke (her significant other) gave was in her words, unreasonable. In order to make Celine feel better, a couple of our mutual friends and I spent some time together playing a few games and having conversations with her, eventually with all of us saying that Luke was the one at fault and cracking a few jokes on his explanations (To summarize, Luke backed out of the relationship because it took him a year to lose interest and call out red flags related to Celine which didn't make sense).

During the conversation where we joked around Luke, I wondered if a similar thing had happened with B where our friends came together and joked around my reason to breakup.

Purely out of curiosity, I went to ask Celine whether a similar thing happened with Beth where they got together, read through my messages and made fun of it. I had asked a yes or no question, to which Celine immediately snaps back saying I'm immature to have asked for private details and that their conversations are not my business.

  
AITA for being immature and asking for details in a conversation I was not involved in?",0.0,1.0556184,1,0
4,1e0c2bu,AITA for accidentally outing my boyfriend to my older sister?,"Me (15M) and my sister (17M)  go to an international school in the states. I met my boyfriend ""Kareem"" (16M) at the start of last year as  my roommate.. while I'm technically out , (I'm kinda introverted and only have a few friends) kareem is completely closeted because his dad is a middle eastern diplomat. Like he can't be out at all as a life or death situation... I even had to take my pride flag down in my room and thankfully I'm straight passing. We can only be ""best friends""

Over the weekend my sister was teasing me about not having a boyfriend and that Id never get one being so introverted. I absentmindidlly just blurted out that I had a boyfriend. I immediately realized what I did and no matter how much she begged I wouldn't tell her about Kareem. She figured it out somehow anyways and  said something like she approved or whatever. Kareem had like a meltdown and was screaming at me when he got back to our room. He was panicking yelling at me about how I could tell anyone. I tried explaining that all I said was I had a boyfriend and tried to calm him down telling him my sister wouldn't say anything. He eventually calmed down some but he's still pissed at me. AITA",Asshole,2024-07-11,"AITA for accidentally outing my boyfriend to my older sister? Me (15M) and my sister (17M)  go to an international school in the states. I met my boyfriend ""Kareem"" (16M) at the start of last year as  my roommate.. while I'm technically out , (I'm kinda introverted and only have a few friends) kareem is completely closeted because his dad is a middle eastern diplomat. Like he can't be out at all as a life or death situation... I even had to take my pride flag down in my room and thankfully I'm straight passing. We can only be ""best friends""

Over the weekend my sister was teasing me about not having a boyfriend and that Id never get one being so introverted. I absentmindidlly just blurted out that I had a boyfriend. I immediately realized what I did and no matter how much she begged I wouldn't tell her about Kareem. She figured it out somehow anyways and  said something like she approved or whatever. Kareem had like a meltdown and was screaming at me when he got back to our room. He was panicking yelling at me about how I could tell anyone. I tried explaining that all I said was I had a boyfriend and tried to calm him down telling him my sister wouldn't say anything. He eventually calmed down some but he's still pissed at me. AITA",1.0,1.0323509,1,1
5,1e0c120,AITA Am I the issue for being irritated when I get home from picking up the kids after work and my other half has only done one thing and he has been home for 2 and a half hours?,"Am I the issue for being irritated when I get home from picking up the kids after work and my other half has only done one thing and he has been home for 2 and a half hours? Here is a little more insight. My boyfriend gets home 2 to 3 hrs before me and always let one of our dogs out and 9 times out of 10 he doesn't do anything else. Then when I get home there is still dinner to cook and the other dog to take out and 3 kiddos to manage as well...on this particular day he has already eaten dinner so I'm just fixing it for 2 kids and Myself (one is under a year so they are still on milk). I'm left taking the other dog out and managing everything else. While I'm working on dinner dishes and other chores he processes to play video games and manage the children with loud ""no"" ""stop"" ""don't do that"" ect. Instead of getting up to redirect the almost 2 and 7 year old. ",Not the A-hole,2024-07-11,"AITA Am I the issue for being irritated when I get home from picking up the kids after work and my other half has only done one thing and he has been home for 2 and a half hours? Am I the issue for being irritated when I get home from picking up the kids after work and my other half has only done one thing and he has been home for 2 and a half hours? Here is a little more insight. My boyfriend gets home 2 to 3 hrs before me and always let one of our dogs out and 9 times out of 10 he doesn't do anything else. Then when I get home there is still dinner to cook and the other dog to take out and 3 kiddos to manage as well...on this particular day he has already eaten dinner so I'm just fixing it for 2 kids and Myself (one is under a year so they are still on milk). I'm left taking the other dog out and managing everything else. While I'm working on dinner dishes and other chores he processes to play video games and manage the children with loud ""no"" ""stop"" ""don't do that"" ect. Instead of getting up to redirect the almost 2 and 7 year old. ",0.0,-0.005950978,0,1
6,1e0bxid,AITA for snapping at my gf over a dog?,"
*Throwaway acc

Hi everyone,

I, 21F, am allergic to dogs and also have eczema and asthma. Whenever I’m around dogs or their dander, I experience severe reactions and eventually asthma flare-ups. I try to combat my allergies with a daily dose of Claritin because my mom has a dog and I’m home from college. 

My girlfriend wanted another puppy and a friend just had a litter he needed to get rid of. I agreed to get one for her under the following conditions:
1. The puppy would not be in my room; it would go into a carrier and then to her house.
2. The puppy would not be in my bed.
3. She would wash her hands after interacting with the puppy and before touching me.

(I know it was foolish of me to put myself in this situation in the first place.)

She ended up not wanting to go home and decided to stay the entire weekend at my house. She refused to take the puppy home because she didn’t trust her family to be alone with it.

To make a long story short, she didn’t follow through with ANY of the safeguards we agreed upon. When I started having a severe allergic reaction, she was upset because I was being “mean” to her and didn’t want to cuddle or talk much.

I had to take an hour-long cold shower at 3 a.m. because she didn’t want to put the puppy away and still didn’t wanna go home. I was drugged up on Benadryl and slept through most of the day because I couldn’t function. As I was waiting for the medicine to take over at one point, she placed her hand on my hip and asked me if I was okay. Pissed and struggling to breathe, I said, “please stop touching me.” That was the end of our interaction until we went out the next day.

Fast forward to a few days later, we’re talking about living together, and I asked what she would do with the puppy. I suggested keeping the puppy out of our bedroom or getting an apartment with separate rooms so I could have a dog-free space. She doesn’t think I should have my own room and got smart with me, asking, “Do I really expect her to keep her dog out of her room?”

This turned into a conversation about the past weekend, and she said, “Well, I didn’t know it mattered that much,” even though she has witnessed my allergic reactions before. She then followed up with, “I know you don’t even pet your dog, but I thought you were being dramatic.”

I felt disrespected and disregarded, and I don’t understand why I had to prove to her why she needed to uphold her end of the agreement, aside from the fact that it’s a very real allergy that she’s witnessed more than once. I don’t understand why she didn’t just respect my request. I’m worried this is a red flag. I don’t think I was mean to her, but you tell me. AITA?",Not the A-hole,2024-07-11,"AITA for snapping at my gf over a dog? 
*Throwaway acc

Hi everyone,

I, 21F, am allergic to dogs and also have eczema and asthma. Whenever I’m around dogs or their dander, I experience severe reactions and eventually asthma flare-ups. I try to combat my allergies with a daily dose of Claritin because my mom has a dog and I’m home from college. 

My girlfriend wanted another puppy and a friend just had a litter he needed to get rid of. I agreed to get one for her under the following conditions:
1. The puppy would not be in my room; it would go into a carrier and then to her house.
2. The puppy would not be in my bed.
3. She would wash her hands after interacting with the puppy and before touching me.

(I know it was foolish of me to put myself in this situation in the first place.)

She ended up not wanting to go home and decided to stay the entire weekend at my house. She refused to take the puppy home because she didn’t trust her family to be alone with it.

To make a long story short, she didn’t follow through with ANY of the safeguards we agreed upon. When I started having a severe allergic reaction, she was upset because I was being “mean” to her and didn’t want to cuddle or talk much.

I had to take an hour-long cold shower at 3 a.m. because she didn’t want to put the puppy away and still didn’t wanna go home. I was drugged up on Benadryl and slept through most of the day because I couldn’t function. As I was waiting for the medicine to take over at one point, she placed her hand on my hip and asked me if I was okay. Pissed and struggling to breathe, I said, “please stop touching me.” That was the end of our interaction until we went out the next day.

Fast forward to a few days later, we’re talking about living together, and I asked what she would do with the puppy. I suggested keeping the puppy out of our bedroom or getting an apartment with separate rooms so I could have a dog-free space. She doesn’t think I should have my own room and got smart with me, asking, “Do I really expect her to keep her dog out of her room?”

This turned into a conversation about the past weekend, and she said, “Well, I didn’t know it mattered that much,” even though she has witnessed my allergic reactions before. She then followed up with, “I know you don’t even pet your dog, but I thought you were being dramatic.”

I felt disrespected and disregarded, and I don’t understand why I had to prove to her why she needed to uphold her end of the agreement, aside from the fact that it’s a very real allergy that she’s witnessed more than once. I don’t understand why she didn’t just respect my request. I’m worried this is a red flag. I don’t think I was mean to her, but you tell me. AITA?",0.0,0.30973467,0,1
7,1e0bup0,AITA for doing a nice thing for baristas,"Just adding the obligatory on the mobile and mainly a lurker reasoning off the bat

 I (32F) went into my local chain coffee shop and decided to dine in instead of just doing drive-thru (100% procrastinating from my assignment due in 2 days). It was pretty busy when I got in to order my coffee and breakfast bagel. They gave me the coffee in a takeaway cup without the lid and a real plate and cutlery for the bagel. 

Once I finished my food and was ready to go, I needed a lid for my coffee.  The shop had a softer flow of customers inside and in the drive-thru. I thought I could clear the table myself, so the next customers could sit down with no problem.

 So I took my plate up with me to ask for a lid. The barista happily acknowledged me as I walked up to the pickup windows and asked how everything was. I replied it was great, thank you so much and handed out my plate. Her whole face changed to a sour expression telling me what's that for. I was so taken aback by the change I went blank and just stood there. What felt like an eternity of this lady glaring at me until she pulled the plate out of my hand. I was able to say, I just wanted to help in clearing my table for the next person. She replied, raising her voice, does this look like it helps me? I stuttered out I'm sorry, I just thought... and she cut me off, No! You don't do this! It helps no one! And she walks off. 

I could feel the whole shop just watching me. Now I'm sitting in my car, on the verge of tears, drinking my coffee still without a lid. Was what I did, THAT horrible? ",Not the A-hole,2024-07-11,"AITA for doing a nice thing for baristas Just adding the obligatory on the mobile and mainly a lurker reasoning off the bat

 I (32F) went into my local chain coffee shop and decided to dine in instead of just doing drive-thru (100% procrastinating from my assignment due in 2 days). It was pretty busy when I got in to order my coffee and breakfast bagel. They gave me the coffee in a takeaway cup without the lid and a real plate and cutlery for the bagel. 

Once I finished my food and was ready to go, I needed a lid for my coffee.  The shop had a softer flow of customers inside and in the drive-thru. I thought I could clear the table myself, so the next customers could sit down with no problem.

 So I took my plate up with me to ask for a lid. The barista happily acknowledged me as I walked up to the pickup windows and asked how everything was. I replied it was great, thank you so much and handed out my plate. Her whole face changed to a sour expression telling me what's that for. I was so taken aback by the change I went blank and just stood there. What felt like an eternity of this lady glaring at me until she pulled the plate out of my hand. I was able to say, I just wanted to help in clearing my table for the next person. She replied, raising her voice, does this look like it helps me? I stuttered out I'm sorry, I just thought... and she cut me off, No! You don't do this! It helps no one! And she walks off. 

I could feel the whole shop just watching me. Now I'm sitting in my car, on the verge of tears, drinking my coffee still without a lid. Was what I did, THAT horrible? ",0.0,1.030989,1,0
8,1e0btzx,AITA or is it just miscommunication?,"So a stray cat kept grew attached to me & I told myself that when I moved, I’d take him with me (current place is no pets) however one day he showed up sick so I took him to the vet & asked a friend if she’d foster him for like 6wks since I’d be moving out then & offered her $300. She said yes & I told her to lmk if she needs anything for him, which she said “It’s fine, I’ll just give him some of [her cat’s] food & litter”

Basically he’s at her place for 2-3ish weeks & I end up buying him like $50 worth of cat food (dry, wet & probiotic pellet things for cats as a food topper) anyways bc he was still sick (upper resp infection) despite her saying she was giving him his meds & I had taken him to the vet again. At this time I offered to come over more to take care of him more bc when I’d visit, his litterbox would be full like it hadn’t been cleaned but she said that it was fine & she would do it

Then last week she complained ab how he had made a mess with his litterbox & how there was some cat snot on her walls from when he was sick & she needs help cleaning it. She texted me that Monday night on the 1st so I offered to go Tuesday but she said she couldn’t bc she was busy & would be busy all week. I offered to clean alone but she said she didn’t want me to have to clean alone. So I assume she’s busy from the 1st-7th

Yesterday on the 9th she got mad at my roomie ab how I said I’d come to clean but *I* said I was busy & would need to find a day & then ghosted her when it was the complete opposite, which I can show through messages.

She also complained to him that I never gave her any $ for cat food & litter even tho I told her to lmk if she needed anything for him, which I assume included telling me if she needed $ for cat food/litter since idk how much the stuff she buys costs or how fast she’s going through it. I also assumed that since she hadn’t told me, that at the end of her watching him, she’d tell me how many bags of food/litter she went through for him & id reimburse her. 

I sent her this message: “Hiii, [Cat’s] vet appt is on Thursday [she knew he had an appointment prior to this, I just used it as an intro so it didn’t seem like I was coming at her idk] so I was wanting to know if it’d be alright to pick him up then. Also Ik you said you were busy all last week so I couldn’t come over to clean but since it’s Tuesday I was wondering if you have your new job’s work schedule yet & if you have any free days this week I can come over to do that or if you want me to just clean it by myself like I offered before. I just dk if you have any free days this week either”

It’s a bit passive aggressive but I wanted to include that she was the one who said she was busy, not me. She took almost 24hrs to respond but just said she’d be free for me to come over tomorrow to clean with her. I take him back fully in 4 days. But anyways, I’m just mad that she’s going around telling ppl I’m ignoring her or whatever but AITA or is it just miscommunication?

Edit: she changed her mind & asked if I can just come to clean next week instead so ig she’s not on a time constraint for it to be cleaned???",Not the A-hole,2024-07-11,"AITA or is it just miscommunication? So a stray cat kept grew attached to me & I told myself that when I moved, I’d take him with me (current place is no pets) however one day he showed up sick so I took him to the vet & asked a friend if she’d foster him for like 6wks since I’d be moving out then & offered her $300. She said yes & I told her to lmk if she needs anything for him, which she said “It’s fine, I’ll just give him some of [her cat’s] food & litter”

Basically he’s at her place for 2-3ish weeks & I end up buying him like $50 worth of cat food (dry, wet & probiotic pellet things for cats as a food topper) anyways bc he was still sick (upper resp infection) despite her saying she was giving him his meds & I had taken him to the vet again. At this time I offered to come over more to take care of him more bc when I’d visit, his litterbox would be full like it hadn’t been cleaned but she said that it was fine & she would do it

Then last week she complained ab how he had made a mess with his litterbox & how there was some cat snot on her walls from when he was sick & she needs help cleaning it. She texted me that Monday night on the 1st so I offered to go Tuesday but she said she couldn’t bc she was busy & would be busy all week. I offered to clean alone but she said she didn’t want me to have to clean alone. So I assume she’s busy from the 1st-7th

Yesterday on the 9th she got mad at my roomie ab how I said I’d come to clean but *I* said I was busy & would need to find a day & then ghosted her when it was the complete opposite, which I can show through messages.

She also complained to him that I never gave her any $ for cat food & litter even tho I told her to lmk if she needed anything for him, which I assume included telling me if she needed $ for cat food/litter since idk how much the stuff she buys costs or how fast she’s going through it. I also assumed that since she hadn’t told me, that at the end of her watching him, she’d tell me how many bags of food/litter she went through for him & id reimburse her. 

I sent her this message: “Hiii, [Cat’s] vet appt is on Thursday [she knew he had an appointment prior to this, I just used it as an intro so it didn’t seem like I was coming at her idk] so I was wanting to know if it’d be alright to pick him up then. Also Ik you said you were busy all last week so I couldn’t come over to clean but since it’s Tuesday I was wondering if you have your new job’s work schedule yet & if you have any free days this week I can come over to do that or if you want me to just clean it by myself like I offered before. I just dk if you have any free days this week either”

It’s a bit passive aggressive but I wanted to include that she was the one who said she was busy, not me. She took almost 24hrs to respond but just said she’d be free for me to come over tomorrow to clean with her. I take him back fully in 4 days. But anyways, I’m just mad that she’s going around telling ppl I’m ignoring her or whatever but AITA or is it just miscommunication?

Edit: she changed her mind & asked if I can just come to clean next week instead so ig she’s not on a time constraint for it to be cleaned???",0.0,0.07653687,0,1
9,1e0bts7,AITA Daughters birthday money refusal? ,"Aita ?

Bit of a back story to get to the question 
- A disagreement arose over the placement of a caravan on your property, leading to a heated exchange between my stepdad my husband and my mum 
- The argument escalated, with Step dad accusing my husband of being unwelcoming and husband stating he doesn't care about his family's opinions let alone step dad’s opinion.
- mom brought up mental health, which I felt was a ""cheap shot.""
- i suggested moving the caravan to avoid further drama, which led to a breakdown in  relationship with  mum.

- mu mum and her husband  made critical comments about me and my husband, leading to a deterioration in your relationship with them.essentially saying I should leave him and he’s controlling me and I’m a liar etc

-after 3 days of no contact from her even though I offered her to see my kids  she eventually told me she wanted to ""say goodbye and I’ll never hear from her again” to my daughters and offered to drop off Easter baskets, which you declined.

And here's the question:

""Am I the asshole for telling my mum to stick her money for my daughters birthday where the sun doesn't shine, given that she was the one who wanted to 'say goodbye' to the girls and effectively “never see us again”?",Everyone Sucks,2024-07-11,"AITA Daughters birthday money refusal?  Aita ?

Bit of a back story to get to the question 
- A disagreement arose over the placement of a caravan on your property, leading to a heated exchange between my stepdad my husband and my mum 
- The argument escalated, with Step dad accusing my husband of being unwelcoming and husband stating he doesn't care about his family's opinions let alone step dad’s opinion.
- mom brought up mental health, which I felt was a ""cheap shot.""
- i suggested moving the caravan to avoid further drama, which led to a breakdown in  relationship with  mum.

- mu mum and her husband  made critical comments about me and my husband, leading to a deterioration in your relationship with them.essentially saying I should leave him and he’s controlling me and I’m a liar etc

-after 3 days of no contact from her even though I offered her to see my kids  she eventually told me she wanted to ""say goodbye and I’ll never hear from her again” to my daughters and offered to drop off Easter baskets, which you declined.

And here's the question:

""Am I the asshole for telling my mum to stick her money for my daughters birthday where the sun doesn't shine, given that she was the one who wanted to 'say goodbye' to the girls and effectively “never see us again”?",2.0,0.015215711,0,0
