,submission_ids,titles,texts,outcome_str,dates,combined_text,outcome,logits,predictions,accurate
0,1ck3m7p,AITA for refusing to let my sister and her friends stay over at my house because they were rude to me?,"context m28 lives alone in an apartment with 3 bedrooms. Last year I let my f22 sister and her friends stay over as they needed accommodation for a night as they are attending a concert in my city. 

&#x200B;

They didn't mess anything up in my apartment. 

&#x200B;

However my apartment walls are thin I can hear everything in the room they are staying in especially their gossips and my sister's friends had horrible things to say about me like ""you're brother is so ugly, cant believe you got all the good genes"" or ""he looks autistic and a socially awkward inccel"" (Because I'm lanky and wear glasses - still working on it 😂😂). Also making fun of my OCD and tics. 

&#x200B;

My sister barely defended me saying ""shhh he's giving us a free stay"".

&#x200B;

But yeah sticks and stones but considering I'm giving them a place free to stay for a night it kinda rubs me the wrong way. But I didn't kick them out and let them stay the whole night.

&#x200B;

Additionally I picked all of them up from the airport and dropped them off and none of them were even appreciative for me driving them or letting them stay over. Not even a thank you, like even a 'thank you' would make me turn a blind eye to the gossiping.

&#x200B;

Now this year the similar concert is happening, but I refused to let them stay over. And this bugged my sister off a lot with her calling me a petty inccel over small issues.

&#x200B;

Am i the petty asshole in this?

&#x200B;

&#x200B;

&#x200B;",POO Mode Activated 💩,2024-05-04,"AITA for refusing to let my sister and her friends stay over at my house because they were rude to me? context m28 lives alone in an apartment with 3 bedrooms. Last year I let my f22 sister and her friends stay over as they needed accommodation for a night as they are attending a concert in my city. 

&#x200B;

They didn't mess anything up in my apartment. 

&#x200B;

However my apartment walls are thin I can hear everything in the room they are staying in especially their gossips and my sister's friends had horrible things to say about me like ""you're brother is so ugly, cant believe you got all the good genes"" or ""he looks autistic and a socially awkward inccel"" (Because I'm lanky and wear glasses - still working on it 😂😂). Also making fun of my OCD and tics. 

&#x200B;

My sister barely defended me saying ""shhh he's giving us a free stay"".

&#x200B;

But yeah sticks and stones but considering I'm giving them a place free to stay for a night it kinda rubs me the wrong way. But I didn't kick them out and let them stay the whole night.

&#x200B;

Additionally I picked all of them up from the airport and dropped them off and none of them were even appreciative for me driving them or letting them stay over. Not even a thank you, like even a 'thank you' would make me turn a blind eye to the gossiping.

&#x200B;

Now this year the similar concert is happening, but I refused to let them stay over. And this bugged my sister off a lot with her calling me a petty inccel over small issues.

&#x200B;

Am i the petty asshole in this?

&#x200B;

&#x200B;

&#x200B;",,-0.00018904288,0,0
1,1cjr3t2,AITA for calling the cops on my ex’s donor conceived daughter?,"Around early March I received an email asking for details about my ex, which I thought as a front to advanced credit card scams and ignored. Then I got more emails with more details about the girl’s situation and I forwarded them to my ex, telling him to deal with her. 

However, over time she has found my work phone and called me there, which isn’t hard to find but definitely stalker behavior. She called me three times before I had her number blocked. I did talk to her on the phone the first time and told her not to contact me, that I do not want her in my kids’ lives. 

My wasband says it was an anonymous donation he made in uni for money and I believe him. We are not divorced but on and off and he is still a very much a part of my life (and his real children’s.) She has tried to contact him before me and he told her stop initiating contact, he would’ve picked known donor but he wanted to be anonymous. 

We also looked her up in various ways and we do not want to associate with her any further. I thought she was reasonable at first but I do not think she is right in the head anymore. 

The last straw was a week ago when she showed up to my place. Luckily my kids were in day care and the only people at home were me and my ex who was visiting. He recognizes her and goes out to tell her to leave, but she starts screaming and crying and it was a proper mess so he comes back inside. She knocks on the door but I had locked it and I tell her leave or ill call the police. Please leave.  Etc 

Let’s just say she lives very far away. She had no innocent reason to be there.  It was very concerning to see her car there and then her insane behavior when approached. 

Now she is trying to ‘expose’ us on her public instagram account. She does not have followers, but she did include my full name and work address which I reported to instagram and the station nearby who sent the cops i called on her. She is quite entitled and her persistence is grating my nerves.",Not the A-hole,2024-05-04,"AITA for calling the cops on my ex’s donor conceived daughter? Around early March I received an email asking for details about my ex, which I thought as a front to advanced credit card scams and ignored. Then I got more emails with more details about the girl’s situation and I forwarded them to my ex, telling him to deal with her. 

However, over time she has found my work phone and called me there, which isn’t hard to find but definitely stalker behavior. She called me three times before I had her number blocked. I did talk to her on the phone the first time and told her not to contact me, that I do not want her in my kids’ lives. 

My wasband says it was an anonymous donation he made in uni for money and I believe him. We are not divorced but on and off and he is still a very much a part of my life (and his real children’s.) She has tried to contact him before me and he told her stop initiating contact, he would’ve picked known donor but he wanted to be anonymous. 

We also looked her up in various ways and we do not want to associate with her any further. I thought she was reasonable at first but I do not think she is right in the head anymore. 

The last straw was a week ago when she showed up to my place. Luckily my kids were in day care and the only people at home were me and my ex who was visiting. He recognizes her and goes out to tell her to leave, but she starts screaming and crying and it was a proper mess so he comes back inside. She knocks on the door but I had locked it and I tell her leave or ill call the police. Please leave.  Etc 

Let’s just say she lives very far away. She had no innocent reason to be there.  It was very concerning to see her car there and then her insane behavior when approached. 

Now she is trying to ‘expose’ us on her public instagram account. She does not have followers, but she did include my full name and work address which I reported to instagram and the station nearby who sent the cops i called on her. She is quite entitled and her persistence is grating my nerves.",0.0,0.12504467,0,1
2,1cjr2s4,WIBTA if I didn’t go to my girlfriend’s friend’s birthday party?,"My girlfriend (19f) is throwing a surprise party for her friend (soon to be 20f) on my birthday. She’s pretty insistent that I get there when it starts and stay until the end. Normally this wouldn’t be an issue but the day of the party is is going to be my 21st birthday and I would like to go hang out with my friends or go to dinner with her and my family instead of having awkward conversations with about 30 people I’ve never met and will most likely never see again. I brought up what I had planned on doing to my girlfriend and she said “Oh, I figured you could hang out with them on Saturday or something.” So WIBTA for not going? Just to clarify, I’m completely fine with the party being on my birthday. I just don’t want to be there. ",Not the A-hole,2024-05-04,"WIBTA if I didn’t go to my girlfriend’s friend’s birthday party? My girlfriend (19f) is throwing a surprise party for her friend (soon to be 20f) on my birthday. She’s pretty insistent that I get there when it starts and stay until the end. Normally this wouldn’t be an issue but the day of the party is is going to be my 21st birthday and I would like to go hang out with my friends or go to dinner with her and my family instead of having awkward conversations with about 30 people I’ve never met and will most likely never see again. I brought up what I had planned on doing to my girlfriend and she said “Oh, I figured you could hang out with them on Saturday or something.” So WIBTA for not going? Just to clarify, I’m completely fine with the party being on my birthday. I just don’t want to be there. ",0.0,0.06517739,0,1
3,1cjr1io,WIBTA - to shot or not?,"To start….I know some might immediately just think I’m the party pooper however there are times when being responsible makes sense I can’t help but feel, correct or nah? Here’s the story…
We have an engagement shoot booked for 7:30am tomorrow morning. Earlier in the evening I was hanging out having a great time with my fiancé we were joking around  about going out with our friends taking shots and I specifically said “ya no shots tonight since we have an early morning”. Sure enough we get invited out so we go for a quick ice cream with the kids and our buddy asks to take tequila shots and doesn’t my fiancé say yes. 

Am I the asshole for getting upset??The only reason my partner didn’t take it was because I had said something making me look like the dick. Then as an extra annoyance the waiter “took it on their behalf” and I’m all around looking like the bad guy. 

I made it really clear when we got together I’m not into babysitting someone and couldn’t help but be annoyed after we had justtt talked about this and from my perspective how it should be common sense. We are the same age and they even tried to claim how it was “just one shot” and “it would have been fine” 🙄 am I the asshole for getting flashbacks of how nights of shots turn out? And don’t get me wrong I’ve been there and will be there again one day I’m sure…however the night before a photoshoot at 7:30 am was just plain not the time. 

Part of me thinks I should just run and not marry this person as I will forever be tainted with babysitting and looking like the bad guy for being “responsible” when needed. The other part makes me wonder if I too should just say f all responsibilities and not bother as it seems to be the trend with most people. ",Asshole,2024-05-04,"WIBTA - to shot or not? To start….I know some might immediately just think I’m the party pooper however there are times when being responsible makes sense I can’t help but feel, correct or nah? Here’s the story…
We have an engagement shoot booked for 7:30am tomorrow morning. Earlier in the evening I was hanging out having a great time with my fiancé we were joking around  about going out with our friends taking shots and I specifically said “ya no shots tonight since we have an early morning”. Sure enough we get invited out so we go for a quick ice cream with the kids and our buddy asks to take tequila shots and doesn’t my fiancé say yes. 

Am I the asshole for getting upset??The only reason my partner didn’t take it was because I had said something making me look like the dick. Then as an extra annoyance the waiter “took it on their behalf” and I’m all around looking like the bad guy. 

I made it really clear when we got together I’m not into babysitting someone and couldn’t help but be annoyed after we had justtt talked about this and from my perspective how it should be common sense. We are the same age and they even tried to claim how it was “just one shot” and “it would have been fine” 🙄 am I the asshole for getting flashbacks of how nights of shots turn out? And don’t get me wrong I’ve been there and will be there again one day I’m sure…however the night before a photoshoot at 7:30 am was just plain not the time. 

Part of me thinks I should just run and not marry this person as I will forever be tainted with babysitting and looking like the bad guy for being “responsible” when needed. The other part makes me wonder if I too should just say f all responsibilities and not bother as it seems to be the trend with most people. ",1.0,0.9670866,1,1
4,1cjqyzx,AITA: For telling my cousin you are overselling yourself of being a good person too many times,"I (27M) personally never boldly declare I am a good person or being an awesome person unless I am being sarcastic or being funny with friends and family and get ridicule. But my cousin (20) loves to boast her ego of being a good person who helps people often, being kind to others and just want to feel good about herself everyday.

 I said to her with a calm voice, you don't have to keep telling us you are a good person. Saying that over and over again will signify you might be insecure about yourself or that you might not be a good person to other people's eyes.

My cousin got defensive and defended her claim that she is a good person and its okay to proudly say it like a celebrity and nothing wrong whatsoever. I respectfully disagree that it will garner negative opinion on yourself and will be label as egotistical and arrogant by anyone who is not your friends. I tell her, you don't need to say you are a good person, let your action speaks that you are a good person. Truly decent person never need to boast about their achievements about being a good person everyday.  

Then the conversation kind of devolve into ""I don't care mentality"" argument and phliosphy B.S. and accuse of me being a bad person for not supporting her good deeds and said ""I don't need to listen to you"", I'm already a better person than you ever be. I stop the conversation and may have concluded that I may have push her button a bit too much which got her upset. I let life experience teach her a some lesson about humility and living as a good person  

AITA for telling my cousin that you are overselling yourself as being a good person and try to dial it back a bit and try to live a semi humble life? ",Not the A-hole,2024-05-04,"AITA: For telling my cousin you are overselling yourself of being a good person too many times I (27M) personally never boldly declare I am a good person or being an awesome person unless I am being sarcastic or being funny with friends and family and get ridicule. But my cousin (20) loves to boast her ego of being a good person who helps people often, being kind to others and just want to feel good about herself everyday.

 I said to her with a calm voice, you don't have to keep telling us you are a good person. Saying that over and over again will signify you might be insecure about yourself or that you might not be a good person to other people's eyes.

My cousin got defensive and defended her claim that she is a good person and its okay to proudly say it like a celebrity and nothing wrong whatsoever. I respectfully disagree that it will garner negative opinion on yourself and will be label as egotistical and arrogant by anyone who is not your friends. I tell her, you don't need to say you are a good person, let your action speaks that you are a good person. Truly decent person never need to boast about their achievements about being a good person everyday.  

Then the conversation kind of devolve into ""I don't care mentality"" argument and phliosphy B.S. and accuse of me being a bad person for not supporting her good deeds and said ""I don't need to listen to you"", I'm already a better person than you ever be. I stop the conversation and may have concluded that I may have push her button a bit too much which got her upset. I let life experience teach her a some lesson about humility and living as a good person  

AITA for telling my cousin that you are overselling yourself as being a good person and try to dial it back a bit and try to live a semi humble life? ",0.0,0.095098644,0,1
5,1cjqyvl,AITA for requesting for commission payment back?,"I, (13, enby) was lured into a (furry) character design community by a friend, I’ll call the main artist M.
 M is double my age, she dmed me over my pfp, which was CROPPED artistic nudity art.
We argued, and I ended up banned from their discord server and amino. I had commissioned them a month prior with NO updates nor responses. I requested the item as they were refusing to do the commission, and they won’t return the payment.

Tl;dr: got in trouble in a community, artist refuses to return the in-game item I gave them as payment, and I feel like a asshole..
(Also if anybody here (not very likely) plays Wild Horse Islands on roblox (VERY unlikely), and has a island unique hair in their possession, PLEASE lmk lmfao)",TL;DR,2024-05-04,"AITA for requesting for commission payment back? I, (13, enby) was lured into a (furry) character design community by a friend, I’ll call the main artist M.
 M is double my age, she dmed me over my pfp, which was CROPPED artistic nudity art.
We argued, and I ended up banned from their discord server and amino. I had commissioned them a month prior with NO updates nor responses. I requested the item as they were refusing to do the commission, and they won’t return the payment.

Tl;dr: got in trouble in a community, artist refuses to return the in-game item I gave them as payment, and I feel like a asshole..
(Also if anybody here (not very likely) plays Wild Horse Islands on roblox (VERY unlikely), and has a island unique hair in their possession, PLEASE lmk lmfao)",,0.034824207,0,0
6,1cjqwbx,AITA for lashing out at my friend after telling her how uncomfortable I was with the way she acted towards men?,"I (17f) a junior in hs sit with 3 of my friends at lunch, I know them well enough but I only transferred about here about 2 months ago- 2 of my friends which i will name Marli and Salor are freshman’s and absolutely boy crazy. They tend to act really odd about men whenever we’re at lunch, and if it’s not the consistent talking about different boys it’s complaining… Im not saying boy talk in the usual quiet whispers and giggles I mean loud ass talking and point, and HARDCORE STARING at other dudes. I won’t lie I’ve caught a few of guys catch their… loud behavior and it’s honestly embarrassing- 

I’ve expressed multiple times that I just don’t like how they talk about men and other guys and if they could just tone it down since that’s all they ever talk about. Usually they will for 10 mins or so and then get right back to it. Today however they were being extra loud and I just couldn’t take it anymore.   


The 3rd friend who I’ll just call bunny is a junior like me and texted me in the middle of their loud behavior and had wondered if I was getting annoyed too. I understood now that the feeling we shared is very mutual. So I tapped Marli and told her “can we please take it down a few notches I’m tired of hearing all these talks about other niggas it’s every fucking day and we can not catch a break.” She was first mad that I had told her something and than mad that I used the N- word (I have black descent- my grandfather). Now she’s refusing to speak to me.",Asshole,2024-05-04,"AITA for lashing out at my friend after telling her how uncomfortable I was with the way she acted towards men? I (17f) a junior in hs sit with 3 of my friends at lunch, I know them well enough but I only transferred about here about 2 months ago- 2 of my friends which i will name Marli and Salor are freshman’s and absolutely boy crazy. They tend to act really odd about men whenever we’re at lunch, and if it’s not the consistent talking about different boys it’s complaining… Im not saying boy talk in the usual quiet whispers and giggles I mean loud ass talking and point, and HARDCORE STARING at other dudes. I won’t lie I’ve caught a few of guys catch their… loud behavior and it’s honestly embarrassing- 

I’ve expressed multiple times that I just don’t like how they talk about men and other guys and if they could just tone it down since that’s all they ever talk about. Usually they will for 10 mins or so and then get right back to it. Today however they were being extra loud and I just couldn’t take it anymore.   


The 3rd friend who I’ll just call bunny is a junior like me and texted me in the middle of their loud behavior and had wondered if I was getting annoyed too. I understood now that the feeling we shared is very mutual. So I tapped Marli and told her “can we please take it down a few notches I’m tired of hearing all these talks about other niggas it’s every fucking day and we can not catch a break.” She was first mad that I had told her something and than mad that I used the N- word (I have black descent- my grandfather). Now she’s refusing to speak to me.",1.0,0.020261554,0,0
7,1cjqjif,AITA for thinking my girlfriend’s(26) friend (F24) is out of line,"Aiw to be upset with my girlfriend


We will call her friends “Mary” and “Jill”

So for context her friend “Mary” doesn’t like me or  “Jill’s” BF ; we will call him “Joe”
 
At work my girlfriend, Mary and Jill decided to make plans to go out for dinner after work

Mary decided that she was going to bring her boyfriend along with her 

Since “Mary” does not like me, I am not allowed to come..  Since Mary also doesn’t like Joe, he is not allowed to come

I thought this was really unfair since we can’t come because of somthing we can not control and why does Mary get to decide this

My girlfriend sees nothing wrong with her behavior towards me

So we got into an argument and we both still disagree with eachother 

Am I in the wrong",Not the A-hole,2024-05-04,"AITA for thinking my girlfriend’s(26) friend (F24) is out of line Aiw to be upset with my girlfriend


We will call her friends “Mary” and “Jill”

So for context her friend “Mary” doesn’t like me or  “Jill’s” BF ; we will call him “Joe”
 
At work my girlfriend, Mary and Jill decided to make plans to go out for dinner after work

Mary decided that she was going to bring her boyfriend along with her 

Since “Mary” does not like me, I am not allowed to come..  Since Mary also doesn’t like Joe, he is not allowed to come

I thought this was really unfair since we can’t come because of somthing we can not control and why does Mary get to decide this

My girlfriend sees nothing wrong with her behavior towards me

So we got into an argument and we both still disagree with eachother 

Am I in the wrong",0.0,0.97766966,1,0
8,1cjqct8,AITA for calling my sister delusional and entitled for what she expects?,"im going to be short and precise, if i forget details i will answer them:

Okay so i (M21) attended a week ago a family reunion celebrating my grandfather's birthday, my sister S (F26) came 3 hours late with her husband and her 4 kids and announced loudly enought she was going to give her present to our grandfather, our aunts, uncles and cousins tought it was something big, but she just gave our grandfather a positive pregnancy test and said she was having a 5th baby, everyone congratulated her, even our grandfather that was a bit angry with the gift (in his words, it was a bit wet and he didnt even wanted to touch it).

My sister then comes to my parents and me and tells me ""now that im blessed again, i think im ready to talk with you again, i tell her ""keep trying"" and go to talk with my cousins, she angrily grabs me and tell me to apologize to her, i just told her no and tried to walk again, she tells me that i must stop ignoring her and fullfill my obligations as her brother and help her family, her husband came and said the same, i told them they are delusional, and entitled to expect me to help when she treated me bad all my life, that she could fend for herself, if she wasnt a traditional wife, but she choose her life, stick to her consequences and tried to leave, then she followed me outside and before she could talk i told her to shut up and stop ruining another birthday like she did to mine since i was 16.

After i left i got a call from my mom telling me to apologize to my sister, that i owe to her, and just suck it up for the kids, and told me not to tell our dad about her call (my sister is moms favorite, but mom tries to deny it because dad hates playing favorites). Well now after the 3 missed calls from my sister, and my family telling me i was harsh, aita for what i said?

EDIT: 1. My sister demands i apologize because years ago she started making every event about herself, since i was 16 she had to blow the candles on the cake or choose a gift, she had to open her gifts first at christmas, in my graduation party i left after she turned it into an engangement party, she said i let her. And in my 19 birthday she gave me a ""best uncle ever"" tshirt and made the party about herself again letting her kid blow my candles, and i told her ""what a crappy gift"". She got angry and told me i needed to apologize for insulting her and taking the joy out of her special day. i said i wont do it, she got angry and we didnt talk even when my mom pleaded me to reconcile so i would have a relationship with her and her kids, but i refused. Dad also dislikes my sister a bit because mom ruined her too much, for example, she is 26, and she still sings to their kids instead of giving them medicine because mom told her when she was a kid that ""my sister voice was healing"" when my mom had fever.",Not the A-hole,2024-05-04,"AITA for calling my sister delusional and entitled for what she expects? im going to be short and precise, if i forget details i will answer them:

Okay so i (M21) attended a week ago a family reunion celebrating my grandfather's birthday, my sister S (F26) came 3 hours late with her husband and her 4 kids and announced loudly enought she was going to give her present to our grandfather, our aunts, uncles and cousins tought it was something big, but she just gave our grandfather a positive pregnancy test and said she was having a 5th baby, everyone congratulated her, even our grandfather that was a bit angry with the gift (in his words, it was a bit wet and he didnt even wanted to touch it).

My sister then comes to my parents and me and tells me ""now that im blessed again, i think im ready to talk with you again, i tell her ""keep trying"" and go to talk with my cousins, she angrily grabs me and tell me to apologize to her, i just told her no and tried to walk again, she tells me that i must stop ignoring her and fullfill my obligations as her brother and help her family, her husband came and said the same, i told them they are delusional, and entitled to expect me to help when she treated me bad all my life, that she could fend for herself, if she wasnt a traditional wife, but she choose her life, stick to her consequences and tried to leave, then she followed me outside and before she could talk i told her to shut up and stop ruining another birthday like she did to mine since i was 16.

After i left i got a call from my mom telling me to apologize to my sister, that i owe to her, and just suck it up for the kids, and told me not to tell our dad about her call (my sister is moms favorite, but mom tries to deny it because dad hates playing favorites). Well now after the 3 missed calls from my sister, and my family telling me i was harsh, aita for what i said?

EDIT: 1. My sister demands i apologize because years ago she started making every event about herself, since i was 16 she had to blow the candles on the cake or choose a gift, she had to open her gifts first at christmas, in my graduation party i left after she turned it into an engangement party, she said i let her. And in my 19 birthday she gave me a ""best uncle ever"" tshirt and made the party about herself again letting her kid blow my candles, and i told her ""what a crappy gift"". She got angry and told me i needed to apologize for insulting her and taking the joy out of her special day. i said i wont do it, she got angry and we didnt talk even when my mom pleaded me to reconcile so i would have a relationship with her and her kids, but i refused. Dad also dislikes my sister a bit because mom ruined her too much, for example, she is 26, and she still sings to their kids instead of giving them medicine because mom told her when she was a kid that ""my sister voice was healing"" when my mom had fever.",0.0,0.0049206624,0,1
9,1cjqaxt,AITA for rejecting my BFs new birthday plans after the old plans were cancelled?,"A month back, my BF(25M) purchased tickets to see a ballet that wasn’t originally intended to be for my(22F) birthday but we both agreed we’d go together as a birthday event since it would fall near the date, under the condition I pay back for at least half of my ticket price. We also agreed to go to karaoke with some friends. 

The friends ended up cancelling the karaoke. It later turned out that I also needed to undergo a tooth procedure only two days before the ballet. The dentist told me my face would be swelling for a few days and advised I stay home, so I told my boyfriend I probably wouldn’t be able to come. He was pretty sad about the cancellation, but managed to convince his mother to come instead. 

Well, it turns out I had almost no side effects after the procedure, and would be in a perfectly fine state to go to the ballet. But when I brought up how perfectly fine I felt, my BF admitted he would’ve loved to bring me but it was too late now because his mother was excited for the ballet, and changing his mind on her would be discouraging. Fair enough. I left it alone at the time.

The day before the ballet, he was showing me his texts with his mom about their conversations about the event and I noticed that she had said if I feel fine, my BF should let her know if I would like to take back my ticket. At this point it felt fair for me to get my ticket back, but I didn’t want to push it, so I just said “it would be pretty nice if I could still go but I wouldn’t want her to feel bad about it”. He continued to insist that it was too late because it would disappoint her.

So the morning of the ballet, I asked if there could be some sort of compromise for me missing out on the ballet as that was the only remaining thing we had planned for my bday. I’ll admit I was a bit upset considering for Christmas and Valentine’s day we didn’t really do much, and I never received a gift when I had gotten one for him.

He immediately got angry saying it wasn’t his fault I couldn’t go and that it seemed like I was attacking him for not taking me to the ballet, which was not my intention at all. We then got into an argument about how it didn’t seem like he was that invested in our plans for my birthday at this point. It just felt disappointing considering he’s so willing to come up with plans with other people (albeit he doesn’t see them nearly as often as we see each other) but it has to feel like a chore to come up with things to do together. 

He later gave in and found a show we could go to after I hinted at it, but to me it feels like he only did that out of pressure. I have a feeling if I never brought it up, we would’ve ended up doing nothing. He tells me he’s disappointed too and wants my birthday to be special, but it seems like this guilty expression was only because I had a reaction to it considering his nonchalance about it before. I just said we don’t have to do anything at this point, and he doesn’t understand why I’m upset.",Not the A-hole,2024-05-04,"AITA for rejecting my BFs new birthday plans after the old plans were cancelled? A month back, my BF(25M) purchased tickets to see a ballet that wasn’t originally intended to be for my(22F) birthday but we both agreed we’d go together as a birthday event since it would fall near the date, under the condition I pay back for at least half of my ticket price. We also agreed to go to karaoke with some friends. 

The friends ended up cancelling the karaoke. It later turned out that I also needed to undergo a tooth procedure only two days before the ballet. The dentist told me my face would be swelling for a few days and advised I stay home, so I told my boyfriend I probably wouldn’t be able to come. He was pretty sad about the cancellation, but managed to convince his mother to come instead. 

Well, it turns out I had almost no side effects after the procedure, and would be in a perfectly fine state to go to the ballet. But when I brought up how perfectly fine I felt, my BF admitted he would’ve loved to bring me but it was too late now because his mother was excited for the ballet, and changing his mind on her would be discouraging. Fair enough. I left it alone at the time.

The day before the ballet, he was showing me his texts with his mom about their conversations about the event and I noticed that she had said if I feel fine, my BF should let her know if I would like to take back my ticket. At this point it felt fair for me to get my ticket back, but I didn’t want to push it, so I just said “it would be pretty nice if I could still go but I wouldn’t want her to feel bad about it”. He continued to insist that it was too late because it would disappoint her.

So the morning of the ballet, I asked if there could be some sort of compromise for me missing out on the ballet as that was the only remaining thing we had planned for my bday. I’ll admit I was a bit upset considering for Christmas and Valentine’s day we didn’t really do much, and I never received a gift when I had gotten one for him.

He immediately got angry saying it wasn’t his fault I couldn’t go and that it seemed like I was attacking him for not taking me to the ballet, which was not my intention at all. We then got into an argument about how it didn’t seem like he was that invested in our plans for my birthday at this point. It just felt disappointing considering he’s so willing to come up with plans with other people (albeit he doesn’t see them nearly as often as we see each other) but it has to feel like a chore to come up with things to do together. 

He later gave in and found a show we could go to after I hinted at it, but to me it feels like he only did that out of pressure. I have a feeling if I never brought it up, we would’ve ended up doing nothing. He tells me he’s disappointed too and wants my birthday to be special, but it seems like this guilty expression was only because I had a reaction to it considering his nonchalance about it before. I just said we don’t have to do anything at this point, and he doesn’t understand why I’m upset.",0.0,0.9671791,1,0
